date,fit,se.fit,ucl,lcl
1979-11-01,2.5823581012688966e-5,0.19259961609105566,3.766695989243707e-5,1.7704039248806074e-5
1979-12-01,3.0989958680840467e-5,0.1126570824685969,3.864707604862827e-5,2.4849940467211278e-5
1980-01-01,4.896437834882427e-5,0.10133488462014231,5.972253591132537e-5,4.014414844417488e-5
1980-02-01,2.813734883619719e-5,0.10458664984887693,3.45389498230653e-5,2.292224875352576e-5
1980-03-01,1.3601184577242905e-5,0.12457841519969427,1.736281037356898e-5,1.0654509144777611e-5
1980-04-01,1.8174754325542766e-5,0.10285350716763081,2.2234082964130704e-5,1.4856546830680146e-5
1980-05-01,2.4779680381722033e-5,0.10951796599949747,3.071279033873368e-5,1.9992731140612376e-5
1980-06-01,5.106787484135369e-5,0.14788609860504032,6.82387360168044e-5,3.821770438669819e-5
1980-07-01,1.5252551982120733e-4,0.24602698516777646,2.470386534453227e-4,9.417163618841761e-5
1980-08-01,2.445965197704207e-4,0.27919377493345793,4.2277063323757923e-4,1.415128033507033e-4
1980-09-01,1.2224109377624625e-4,0.288563689843546,2.1520264201817856e-4,6.94363455182431e-5
1980-10-01,4.595287870150903e-5,0.26497136514814923,7.724331471243217e-5,2.7337861778939604e-5
1980-11-01,2.6110489795396355e-5,0.19008210129734718,3.7897989379097746e-5,1.7989283561610628e-5
1980-12-01,3.127491422861661e-5,0.11170260791049011,3.8929543110123456e-5,2.512539788202575e-5
1981-01-01,4.940196007880925e-5,0.10083672843154029,6.019745579265735e-5,4.0542471895065564e-5
1981-02-01,2.8388764245857964e-5,0.10367719932911335,3.478550414441481e-5,2.3168327015214552e-5
1981-03-01,1.370241905946982e-5,0.12305713110236281,1.7439964237755898e-5,1.0765864282843362e-5
1981-04-01,1.8171576658868056e-5,0.10290187356967159,2.223230304734369e-5,1.485254125791396e-5
1981-05-01,2.4779912805840498e-5,0.10965565523599474,3.072136809794451e-5,1.998752388589563e-5
1981-06-01,5.105365596810182e-5,0.1474363140144437,6.815962174246075e-5,3.824076074773119e-5
1981-07-01,1.5254204092270766e-4,0.24628026542512557,2.4718809288195204e-4,9.413509355394991e-5
1981-08-01,2.4495194309109765e-4,0.28529619819283025,4.284793686828453e-4,1.4003347374355526e-4
1981-09-01,1.2192527362390803e-4,0.2917252286531106,2.1598086028193846e-4,6.882911906573235e-5
1981-10-01,4.59205499602883e-5,0.26521292303919847,7.722552658199526e-5,2.7305698024815612e-5
